epoch,auc,loss,val_auc,val_loss
37,0.9973526000976562,0.0037768189795315266,0.5722832679748535,6.151465892791748
38,0.9978533983230591,0.00355949392542243,0.5744454264640808,5.5752105712890625
39,0.9988632798194885,0.0035704292822629213,0.5744187235832214,7.403259754180908
40,0.9998546242713928,0.0035019638016819954,0.5680602192878723,7.4072771072387695
41,0.9988711476325989,0.003372305305674672,0.538932740688324,8.031801223754883
42,0.9993458390235901,0.0036693927831947803,0.5519101023674011,6.736721992492676
43,0.9983126521110535,0.004012381657958031,0.5205411314964294,9.282428741455078
44,0.9998595714569092,0.003494373755529523,0.5623223185539246,7.540979862213135
45,0.9993954300880432,0.0031291323248296976,0.5665900707244873,7.2140936851501465
46,0.9993733763694763,0.003404072020202875,0.5762472152709961,6.793346881866455
47,0.9988795518875122,0.0033449605107307434,0.49734750390052795,10.178828239440918
48,0.9978734254837036,0.003492402844130993,0.530541718006134,7.66770076751709
49,0.9988486766815186,0.003819487988948822,0.5491864681243896,8.358948707580566
50,0.9984002113342285,0.0029853289015591145,0.5430952906608582,8.791415214538574
51,0.9994142055511475,0.002827124437317252,0.528593122959137,9.856284141540527
52,0.9983895421028137,0.003182840533554554,0.530532956123352,8.370433807373047
53,0.9988864064216614,0.003179539693519473,0.572924017906189,6.558004379272461
54,0.9988893866539001,0.003229663474485278,0.548335075378418,7.22737455368042
55,0.9993528127670288,0.0037671418394893408,0.5529757142066956,7.721773624420166
56,0.9994224309921265,0.002695309231057763,0.5739376544952393,7.201927185058594
57,0.9983411431312561,0.003733268938958645,0.5655520558357239,7.14614200592041
58,0.9998999834060669,0.0029827586840838194,0.573588490486145,7.291353702545166
59,0.9983710050582886,0.003526505082845688,0.582682192325592,6.910311222076416
60,0.9983543157577515,0.004118035081773996,0.5690889954566956,6.490210056304932
61,0.9994202256202698,0.002699316246435046,0.560350775718689,9.361849784851074
62,0.9988636374473572,0.0036073126830160618,0.5934065580368042,6.700842380523682
63,0.9994078278541565,0.002917689038440585,0.5529133677482605,8.245197296142578
64,0.9993796944618225,0.00329954014159739,0.5540693402290344,7.60987663269043
65,0.998396098613739,0.003105453448370099,0.5898915529251099,6.403406620025635
66,0.9989020824432373,0.0030682936776429415,0.5167925357818604,9.025177001953125
67,0.9984085559844971,0.0029537808150053024,0.5494020581245422,7.344199180603027
68,0.9973909258842468,0.003169585019350052,0.5890718102455139,6.081750392913818
69,0.9994208812713623,0.002730198437348008,0.5877822637557983,7.027459144592285
70,0.9973828792572021,0.0033831954933702946,0.5834175944328308,7.180126667022705
71,0.9989073872566223,0.0030207009986042976,0.5843032598495483,8.698772430419922
72,0.998403012752533,0.0029990870971232653,0.57224041223526,7.989064693450928
73,0.9999327659606934,0.002544262446463108,0.5682901740074158,8.287240982055664
74,0.9989132881164551,0.0028640811797231436,0.5258519053459167,10.056246757507324
75,0.9994084239006042,0.002822522073984146,0.5560484528541565,8.87987232208252
76,0.998907744884491,0.0028887391090393066,0.5741240978240967,8.053970336914062
77,0.9984039664268494,0.002998350653797388,0.5678229928016663,8.840855598449707
78,0.9989050030708313,0.002983011770993471,0.5771042108535767,6.943410873413086
79,0.9993959665298462,0.003124042646959424,0.5910479426383972,6.402381420135498
80,0.9984250664710999,0.0026848833076655865,0.5836347937583923,7.7008795738220215
81,0.9989246129989624,0.0026911720633506775,0.5782992839813232,6.629210948944092
82,0.9989153742790222,0.002822262467816472,0.582544207572937,6.575453758239746
83,0.9989109039306641,0.0029562157578766346,0.5685176849365234,8.069085121154785
84,0.9968621730804443,0.00392557680606842,0.619728147983551,7.818317890167236
85,0.9989166855812073,0.0029678132850676775,0.5369653701782227,10.348767280578613
86,0.998911440372467,0.002944469917565584,0.5466057658195496,9.051058769226074
87,0.9994409084320068,0.0023677917197346687,0.5671274065971375,8.252163887023926
88,0.9989254474639893,0.002657004864886403,0.560209333896637,7.956012725830078
89,0.9994322657585144,0.0024801960680633783,0.5457329750061035,11.488661766052246
90,0.999404788017273,0.002949693938717246,0.5579332709312439,9.014179229736328
91,0.9973754286766052,0.003439800813794136,0.5631486177444458,7.82466459274292
92,0.999942421913147,0.002304502297192812,0.523557186126709,9.69384765625
93,0.9984087347984314,0.002905208384618163,0.5399106740951538,8.562196731567383
94,0.9999160170555115,0.00274614617228508,0.539790689945221,8.444831848144531
95,0.9994069933891296,0.002937860321253538,0.5120751857757568,13.461485862731934
96,0.9994223713874817,0.0026679164730012417,0.538770318031311,8.55720043182373
97,0.9989340305328369,0.002450472442433238,0.5542773008346558,7.772911548614502
98,0.9984272718429565,0.0026243184693157673,0.5574513673782349,8.768031120300293
99,0.9968460202217102,0.004250458441674709,0.5243385434150696,9.886445045471191
